GENE	GeneLength
GM13427	794
GM14343	731
GM15819	480
5730412P04RIK	1149
GM15646	766
GM13997	336
GM15764	672
GM15869	734
GM13802	663
GM15396	1089
GM11608	877
GM14205	739
GM11817	685
GM14662	734
GM15649	326
GM8464	2200
GM13647	622
GM15202	393
C030037D09RIK	3220
GM12976	459
GM13299	425
GM15605	891
1500017E21RIK	2662
GM11571	2396
IGHV13-2	357
GM14457	1161
GM14100	651
GM6938	771
GM15245	1186
GM16355	231
D430040D24RIK	910
2410004N09RIK	430
GM14635	1409
GM11184	268
GM16174	402
BC039771	2753
1810012K08RIK	574
GM11715	695
GM15345	663
ZFP111	6402
GM14454	680
GM16832	1684
GM12753	653
GM11339	490
4930452L02RIK	2090
GM15742	659
GM16121	2253
GM16034	480
GM12914	305
4930442J19RIK	1721
GM16253	550
4930458D05RIK	3055
A230005M16RIK	1605
GM13855	744
GM12514	699
GM16190	3946
GM14257	765
GM14268	807
GM14114	287
5330434G04RIK	3545
1700003G18RIK	616
GM12290	2112
GM12404	1661
9230111E07RIK	811
4930419G24RIK	1058
GM15050	552
A230059L01RIK	2813
GM13028	277
GM12246	503
GM11513	751
GM6058	399
GM14455	2146
GM13414	1468
GM4660	403
GM11986	1439
GM11773	497
GM15512	2257
GM14798	1189
GM12811	667
IGHE	1359
GM11314	541
GM14703	1820
GM1667	558
GM15407	439
E130018N17RIK	1309
GM15274	291
1500009L16RIK	1193
GM15918	689
1700087M22RIK	208
GM12256	446
GM13390	143
GM16764	541
GM15051	713
GM12606	1184
B230398E01RIK	1958
GM11373	680
DEFA-PS3	282
B230359F08RIK	1282
GM13381	640
GM11186	1179
GM11724	472
9530036M11RIK	1996
GM15122	462
4930447M23RIK	1483
GM11762	1705
GM15226	2971
GM14120	2869
C330006A16RIK	2483
GM13565	700
GM14003	313
GM11712	367
1200007C13RIK	2455
1700122E12RIK	479
2900053A13RIK	1189
GM11300	565
GM15845	996
GM16031	448
GM15674	2438
GM11940	417
GM16191	520
A530058N18RIK	3854
GM16291	2594
GM13031	924
GM15283	1451
GM13493	495
GM13575	1520
GM15650	770
GM14978	304
SNORA7	114
SNORA17	88
U1	139
U3	114
U6	110
U6	95
U6	107
SNORA17	137
SCARNA4	119
SNORA17	121
U6	106
RNASEP_NUC	305
U6	102
5S_RRNA	101
SNORA70	152
SNORA17	132
SNORA17	109
7SK	268
7SK	321
U6	103
5S_RRNA	134
U6	107
U6	99
U7	60
SNORA40	132
5S_RRNA	113
SCARNA21	139
U1	145
SNORA17	114
U1	156
CT025701.1	82
U7	60
SNORA40	91
5S_RRNA	119
U6	108
U1	159
U1	120
U6	104
Y_RNA	106
7SK	262
U1	158
U6	106
RNASEP_NUC	203
SNORA17	124
U6	106
5S_RRNA	114
U6	100
U7	63
U7	60
SNORA17	122
7SK	312
RNASEP_NUC	290
SNORA17	111
U6	104
U1	147
U6	103
SNORA48	143
U6	112
U6	106
7SK	264
SNORA25	124
U1	160
U7	64
U6	101
SNORD127	86
SNORA31	132
U6	100
SNORA38	147
5S_RRNA	117
SNORA17	93
U6	97
SNOU13	99
SNORA73	168
5S_RRNA	135
SNORA48	131
7SK	218
SNORA70	138
U6	100
U7	66
SNORA17	131
AL671520.1	74
U1	156
SNORA48	143
SNORA73	187
U1	140
SNORA40	119
U6	102
SNORA70	122
7SK	297
SNORA48	144
MIR1928	67
U6	103
U6	93
SNOU13	88
U7	60
7SK	277
7SK	329
SNORA72	131
U6	105
7SK	324
5S_RRNA	90
U6	102
5S_RRNA	119
7SK	353
U6	100
U6	108
U6	104
U6	107
MIR1958	97
7SK	294
5S_RRNA	96
SCARNA13	275
5S_RRNA	114
U7	62
SNORA17	133
7SK	330
7SK	306
5S_RRNA	129
MIR432	75
SNORA17	145
SNORA17	118
U6	106
7SK	281
U7	63
SNORA17	129
7SK	327
SNORA17	132
7SK	308
SNORA17	127
U6	105
7SK	288
U6	109
U6	108
7SK	284
U6	95
U2	190
RNASEP_NUC	228
SNORA17	127
SCARNA21	144
U7	64
SNORA17	132
SNORA17	131
SNORD113	71
7SK	251
SNORA48	144
U7	46
SNORA17	136
7SK	324
SNORA17	120
U6ATAC	127
U1	101
AC100386.1	104
U6	84
Y_RNA	77
7SK	290
MIR1942	63
U3	128
7SK	242
SNORA17	132
7SK	215
7SK	296
SNORA17	134
7SK	228
7SK	313
U6	107
SNORD19B	79
5S_RRNA	78
7SK	272
7SK	280
SNORA70	117
SNORA17	136
SNORA17	127
U7	57
7SK	270
U6	105
U1	133
U6	104
U6	105
SNORA70	137
SNORA17	134
SNORA55	142
MIR1971	106
SNORA76	113
SNORA81	178
SNORA17	125
U1	166
U6	108
U6	105
SNORA17	132
U7	60
SNORA17	130
AL807811.1	57
5S_RRNA	135
7SK	322
U7	64
U1	114
MIR1948	85
U6	95
SNORA17	134
7SK	84
5S_RRNA	120
7SK	269
5S_RRNA	111
7SK	297
7SK	285
SNORA84	133
SNORA38	151
7SK	286
U6	103
SNORA70	134
SCARNA6	272
U7	52
U7	66
SNORA48	144
7SK	307
U6	106
U6	109
7SK	259
5S_RRNA	93
7SK	278
SNOU13	102
SNORA17	125
U6	103
U6	101
SCARNA4	128
7SK	88
SNORA17	117
MIR1982	74
SNORD113	76
U6	97
U7	62
U1	130
U6	103
U6	106
U6	99
5S_RRNA	109
SNORA70	123
SNOR38	72
SCARNA20	129
SNORA17	134
5S_RRNA	100
U3	131
U7	62
7SK	274
MIR1932	90
U6	102
7SK	270
U6	106
SNORA17	119
SNORA17	137
U1	148
7SK	288
U7	62
RNASEP_NUC	290
7SK	203
SNORA17	102
7SK	277
U7	59
5S_RRNA	108
7SK	323
AL671963.1	91
SNORA70	130
SNOU13	110
SNORA17	121
SNORA17	108
SNORA17	134
SNORA17	132
U6	105
SNORA17	78
SNORA17	131
SNORA17	129
U6	108
7SK	275
U7	60
U1	151
5S_RRNA	101
MIR1968	68
SNORA17	68
SNORA48	144
U6	108
SNORA70	127
SNORA74	141
SNORA48	143
5S_RRNA	131
U6	103
U1	158
U7	64
U6	104
U6	103
U6	101
7SK	267
7SK	303
U6	104
RNASEP_NUC	356
5S_RRNA	117
U7	62
U6	104
SCARNA4	124
U3	198
7SK	232
SNORA17	122
U6	107
7SK	268
RNASE_MRP	271
5S_RRNA	111
5S_RRNA	120
RNASEP_NUC	154
SNORA17	119
SNORA17	128
U4	107
7SK	103
SNORA17	131
7SK	298
U3	122
U7	65
7SK	276
SNORA48	144
SNORA17	95
SNORA17	131
U6	111
U7	62
SNORA47	138
SNORA17	106
7SK	264
MIR1960	78
SNORA72	120
7SK	266
AC141566.1	105
7SK	312
U6	95
U1	171
7SK	278
7SK	279
U6	109
SNORA17	137
SNORA17	112
U7	65
U6	105
U7	63
U7	60
SCARNA15	127
5S_RRNA	122
7SK	308
SNORA17	116
SNORA81	140
7SK	298
SNOU13	104
U6	103
U7	63
MIR1962	121
U1	166
SNORA22	121
SNORA17	110
SCARNA3	136
SNORA17	124
MIR1983	132
U6	104
7SK	329
SCARNA11	131
U2	172
7SK	240
U6	107
SNORA17	130
7SK	288
RNASEP_NUC	232
SCARNA3B	139
SNORA17	120
U6	101
7SK	330
7SK	224
SNORA17	97
7SK	245
5S_RRNA	134
U6	106
U1	164
SNORD124	104
7SK	330
U6	95
U6	101
U7	57
U1	137
7SK	322
7SK	299
U6	101
U7	59
7SK	313
5S_RRNA	114
U6	96
U6	107
SCARNA2	414
7SK	319
U12	172
SNORA61	119
SNORA17	131
SNORA17	124
5S_RRNA	109
5S_RRNA	108
U6	107
SNORA70	134
SNORA17	114
SNORA17	128
U1	149
U6	63
7SK	343
AC117688.1	104
5S_RRNA	113
5S_RRNA	114
SCARNA11	136
5S_RRNA	115
U6	105
U6	102
U1	161
7SK	325
U7	63
U6	106
U6	106
U6	103
SNOU83B	93
7SK	250
U6	95
SNORA17	132
7SK	269
SNORA17	105
SNORA40	127
7SK	316
U6	80
SNORA70	96
7SK	311
Y_RNA	103
U1	170
SNORA17	132
SNORA63	114
U6	107
U6	96
U7	58
7SK	289
SNORA70	136
SNORA17	119
SCARNA17	135
U1	153
SNORA40	121
SNORA17	140
AC113970.1	56
U7	57
MIR1969	94
5S_RRNA	98
U4	129
SNORD13	104
U6	100
SCARNA14	135
SNORA48	144
SNOME28S-CM3227	79
SNORA17	128
U1	162
7SK	96
SNORA48	143
SNORA17	117
7SK	208
SNOU13	104
U6	100
U7	62
SNORA48	132
U6	86
5S_RRNA	107
U6	103
SNORA48	144
U6	107
U6	106
U1	173
7SK	287
SNORA25	129
U6	102
SNORA17	123
U6	84
U6	99
U6	105
U6	104
7SK	286
SCARNA4	127
U6	55
U6	107
AF357425	73
7SK	261
U7	63
SNORA17	127
7SK	292
7SK	269
5S_RRNA	94
7SK	308
SNORA70	104
U6	100
SNORD26	80
SNORA17	126
SNOU109	134
U3	222
SCARNA17	139
SNORA17	131
U6	106
SNORA17	116
SNORA18	125
7SK	266
U6	101
SNORA17	110
U6	107
SNOU109	135
5S_RRNA	112
SNORA17	129
7SK	275
U6	107
U7	60
RNASEP_NUC	296
7SK	270
U1	105
U7	63
HAR1A	132
SNORA25	134
SNOZ178	108
U6	104
7SK	307
U2	82
SNORA75	129
5S_RRNA	114
U7	62
U6	107
SNORA17	132
U6	97
U6	99
7SK	232
SNOU54	68
SNORA17	99
U1	157
AC164075.1	60
7SK	282
7SK	268
SNORA17	138
5S_RRNA	93
U6	98
7SK	268
SNORA17	87
U1	130
U7	62
7SK	242
7SK	248
7SK	306
7SK	175
7SK	256
U6	103
5S_RRNA	115
SNORA17	134
MIR1956	65
SNORA17	124
RNASE_MRP	240
SNOU13	103
SNORA40	106
U1	163
SNORA17	96
U6	93
SNOU13	98
RNASEP_NUC	241
5S_RRNA	97
U6	104
U1	146
U1	140
7SK	285
U7	64
SNORA17	117
SNORA17	126
AC090489.1	69
U1	165
7SK	308
SNORA13	77
SNORA40	119
U6	107
U2	84
7SK	302
5S_RRNA	109
U6	114
7SK	271
U7	62
U6	103
U4	85
SNORA31	135
SNORA79	145
MIR1967	82
SNORA61	132
7SK	255
5S_RRNA	98
SNORA17	132
SNORA70	134
SNORA70	103
7SK	337
7SK	295
SNORA48	147
SNORA17	119
U6	62
5S_RRNA	100
U6	102
U7	60
U6	105
SNORA17	136
SNORA48	144
U6	97
U6	108
SNORA17	132
7SK	288
SNORA17	135
U6	103
7SK	295
SNORA17	110
SNORA17	129
SCARNA24	138
AL732470.1	92
SNORA40	122
5S_RRNA	80
U6	103
U6	100
SNORA70	118
U7	56
7SK	247
U6	104
7SK	236
U6	103
MIR1941	83
5S_RRNA	87
7SK	108
7SK	343
MIR1970	104
SNORA17	85
SNOU13	100
U6	104
SNORA17	102
7SK	297
U6	103
SNORA17	117
U1	148
7SK	293
5S_RRNA	114
SNORA17	116
SNORA70	133
MIR1946B	133
SNORA17	116
U6	64
SNORA17	77
U6	101
7SK	258
SNORA17	117
U6	104
7SK	97
U6	107
MIR1953	89
SNORA40	91
U6	74
SNORA17	109
5S_RRNA	94
U2	91
U6	105
7SK	332
U7	61
U6	73
SNORA17	140
SCARNA13	264
U1	152
SNORA17	130
SNORA17	99
U6	110
SNORA17	126
7SK	302
SNORA17	109
U6	100
U6	104
SNORA9	115
U8	117
SNORA17	131
SNORA61	128
5S_RRNA	107
SNORD2	69
SNORA17	116
U7	62
7SK	263
U6	104
SCARNA16	193
SNORA17	139
7SK	101
U1	112
SNORA17	89
U6	105
SNORA48	143
5S_RRNA	97
SNORA17	138
SNORA17	136
U7	58
SNORA48	144
U6	109
U1	184
MIR1945	78
U6	101
7SK	295
U6	106
U6	90
U1	146
SNORA17	123
U7	63
MIR1957	66
U6	103
7SK	278
U4	85
SNORA17	98
MIR1981	82
SNOU13	105
7SK	333
U7	64
5S_RRNA	120
7SK	308
U6	102
U6	100
7SK	325
7SK	315
7SK	288
7SK	291
U6	102
7SK	286
SNORA70	109
SNORA17	114
SNORA17	127
5S_RRNA	118
7SK	239
SNORA17	129
U6	101
U7	60
SNORA66	91
SNORD113	73
U6	106
5S_RRNA	107
U7	66
SNORA17	142
5_8S_RRNA	143
U6	63
U6	107
SNORA17	50
5S_RRNA	94
7SK	216
U6ATAC	123
U1	145
SCARNA15	127
5S_RRNA	108
MIR1951	89
5S_RRNA	127
AC146596.1	57
7SK	274
U7	65
U6	103
U6	109
U6	107
7SK	306
5S_RRNA	118
MIR1965	126
U6	107
SNORA17	134
U6	114
U6ATAC	119
SNORA42	129
U6	108
SNORA28	146
U6	106
SNORA40	109
7SK	273
SNORA17	130
5S_RRNA	110
7SK	281
SNORA17	129
SNORD125	97
SNORA48	143
7SK	216
SNORA17	135
MIR1955	98
U7	62
AC127677.1	104
U6	106
U6	64
5S_RRNA	110
U6	94
U7	61
SNORA17	127
U6	98
SNORA40	121
U7	65
U6	103
SNORA17	119
U7	60
U6	107
U6	108
U6	108
5S_RRNA	109
7SK	246
U6	110
U6	105
U7	61
5S_RRNA	126
U7	57
U6	103
SNORA17	105
SNORA31	80
5S_RRNA	111
U6ATAC	89
7SK	283
RNASEP_NUC	327
SNORA2	101
SNORA17	116
U7	62
5S_RRNA	121
U3	89
5S_RRNA	104
7SK	323
SNORA17	88
SNORA70	129
7SK	310
SNORA70	131
SNORA70	89
SCARNA17	79
SNORA68	136
U1	162
SNORA17	115
SNORA70	133
U6	101
SNORA17	126
U7	65
AC152987.1	112
5S_RRNA	113
5S_RRNA	79
U1	144
5S_RRNA	111
SNORA17	128
U6	94
U6	91
5S_RRNA	103
U6	106
7SK	315
U1	171
5S_RRNA	94
SCARNA23	129
SNORA19	129
7SK	179
SNORA17	116
SNORA17	127
SNORA70	110
SNORA17	121
U6	91
U6	112
U1	156
SNORA48	144
U7	60
SNORA17	130
SNORA71	134
7SK	313
U1	160
SNORA17	130
SNOU109	158
U6	103
5S_RRNA	90
U7	63
SNORA17	138
SNORA17	137
AC109196.1	76
7SK	93
SNORA17	127
SNORA17	114
7SK	271
U6	87
7SK	276
U6	110
SNORA17	123
MIR1934	83
SNORA61	134
U6	104
U7	60
SNORA17	126
SNR78	69
U6	106
U6	97
U6	103
U6	102
SNORA17	125
SNORA17	123
7SK	275
U6	100
7SK	283
SNORA81	161
5S_RRNA	108
SNORA48	144
7SK	311
U6	106
SCARNA4	144
SNOU13	109
U6	116
SNORA17	115
SNORA17	135
AC134903.1	101
SNORA55	94
7SK	255
U6	101
SCARNA13	275
SNORA18	127
U6	95
SNORA17	117
U6	117
7SK	299
MIR1935	60
SNORA17	134
7SK	199
U6ATAC	104
5S_RRNA	119
SNORA17	72
U6	106
7SK	260
U6	94
SNORA17	136
AL806518.1	103
SNORA40	130
U6	107
U6	104
7SK	327
5S_RRNA	101
SCARNA3	131
SNORA17	129
7SK	301
7SK	248
SNORD113	68
U6	102
SNORA70	123
SNORA17	126
Y_RNA	110
SNORA17	112
U6	104
U7	64
U6	106
AL772216.13	96
SNOU89	271
SNORA48	137
U7	58
SNORA17	97
7SK	283
U6ATAC	115
U6	105
SNORA17	129
SNORA17	125
7SK	255
SNORA26	137
SNORA4	125
SNORA17	131
SNORA17	117
U1	125
U6	107
SNORA48	144
SNORA40	121
SNORA17	132
MIR1947	85
5S_RRNA	130
U6	71
U7	62
7SK	293
7SK	311
SNORD19	60
5S_RRNA	115
SNORA17	123
SNOU13	100
SNORA17	112
AC154485.1	104
U6	92
RNASEP_NUC	329
SNORA70	129
SNORA70	109
SNORA17	126
SNORA17	114
U6	103
7SK	258
7SK	203
SNORA17	132
SNORA17	117
5S_RRNA	133
U7	58
SNORA17	133
U6	107
SNORA17	136
SNORA76	124
AL772376.1	68
SNORA44	129
SNORA81	178
SNORA17	151
SNORA17	134
7SK	305
SNORA17	145
MIR1943	73
7SK	267
SCARNA16	167
U1	154
SNORA17	131
SNORA17	110
SNORA17	132
7SK	286
SNORD86	66
U6	103
SNORA17	121
AC107678.1	60
U1	150
U6	108
U6	103
U6	105
U6	101
7SK	277
SNOU13	88
U6	106
SNORA17	131
SNORA17	60
SNORD70	68
5S_RRNA	105
U6	106
SNORD5	71
SNORA70	137
U6	99
U6	104
U6	103
5S_RRNA	138
U6	86
7SK	306
7SK	83
SNORA17	136
U2	172
7SK	303
U6	106
5S_RRNA	132
SNORD97	168
5S_RRNA	107
5S_RRNA	137
U6ATAC	108
SNOU13	102
SNORA17	114
RNASEP_NUC	433
SNORA61	128
SNORA25	126
U6	106
SCARNA8	131
U6	110
U6	111
U6	102
U6	88
SNOU13	91
SNORA25	117
U6	110
U7	60
5S_RRNA	48
U6	108
AL683804.1	106
SNORA17	116
7SK	268
5S_RRNA	100
SNORA72	90
MIR669M-2	98
U6	105
U6	106
MIR1952	79
SNORA17	133
MIR1946A	134
AC113291.1	105
U7	62
5S_RRNA	95
U1	124
SCARNA1	165
U2	153
U6	98
U6	67
7SK	284
U6	92
SNORA25	126
U6	99
SNORA17	107
U6	104
SNORD19B	77
SNORA70	135
U6	108
5S_RRNA	111
U6	99
SNORA68	129
U7	64
U6	106
SNORA48	143
AL591146.1	78
SNORA36	118
U6	99
7SK	281
SNORA17	127
U6	108
U6	105
U1	164
SNORA31	126
SNORA17	131
SNORA17	128
U6	100
SNORA17	128
U7	65
SNORA17	102
7SK	328
U7	59
U7	48
SNORA70	135
ACA64	141
U6	104
SNORA17	126
SNORA17	130
5S_RRNA	106
U6	103
RNASEP_NUC	219
SNORA61	136
7SK	221
U1	148
SNORA70	135
SNORA17	134
5S_RRNA	131
7SK	253
7SK	288
SNORA25	72
U6	104
SNORA40	125
U7	64
U6	103
U6	104
U6	98
U3	201
U1	176
7SK	304
U6	99
7SK	332
7SK	311
U7	61
AC099599.1	118
U7	62
SNORA44	136
U6	102
U6	104
SNORA4	124
5S_RRNA	103
U6	104
7SK	300
U7	62
U6	105
SNORA17	135
U6	100
U6	104
7SK	276
U7	62
7SK	296
U1	178
U7	65
SNORA17	132
AC112941.1	85
7SK	290
U7	66
U6	88
SNORD11	86
5S_RRNA	37
5S_RRNA	104
U6	95
SNORA17	128
SNORA17	138
U6	99
5S_RRNA	117
5S_RRNA	108
U6	67
U6	108
U7	64
RNASEP_NUC	399
SNORA74	125
RNASEP_NUC	302
SNORA17	126
U6	101
SNORA17	143
U6	103
7SK	318
SNORA17	130
5S_RRNA	100
SNORA17	109
U6	113
U6	105
SNORA40	76
SNORA17	124
7SK	307
SNORA17	92
SNORA18	129
5S_RRNA	110
SNORA17	137
AC147047.1	95
U6ATAC	102
U6	94
U6	99
MIR1964	83
7SK	237
U6	101
SNORA17	117
7SK	347
7SK	304
U7	63
7SK	265
7SK	312
U6ATAC	95
MIR1950	74
SNORA17	87
U6	103
SNORA17	139
U7	63
SNORA17	138
7SK	289
SNORA48	151
U6	97
U6	101
U6	107
U6	99
7SK	312
Y_RNA	107
SNORA17	107
SNOU13	105
SNORA40	122
SCARNA14	142
SNOU13	102
SNORA25	128
SNORA17	130
SNORA17	132
U1	157
U2	82
SNORA70	91
U1	155
7SK	243
AC154701.1	105
SNORA70	124
U6	76
SNORA48	144
SNORA17	115
SNORA17	127
U6	98
SNORA17	124
U6	56
U7	61
SNORA70	129
MIR1927	109
U7	63
U6	107
5S_RRNA	110
5S_RRNA	73
SCARNA20	139
SCARNA21	144
U6	107
AC163703.1	57
MIR1931	119
7SK	295
U6	103
MIR1963	59
SNORA17	113
Y_RNA	82
U6	73
U6	91
7SK	192
SNORD79	84
5S_RRNA	84
7SK	249
U6	104
RNASEP_NUC	212
U7	58
SNORA17	125
SNOU13	96
7SK	311
7SK	317
SCARNA17	140
SNORA17	116
SNORD63	67
U7	56
7SK	302
U1	146
U7	62
AC102477.1	105
AC151572.1	105
U7	64
SNORD75	75
7SK	290
U6	109
7SK	296
SNORA17	125
U6	104
SNORA78	128
7SK	353
U6	118
SNORA17	128
5S_RRNA	93
MIR1929	93
MIR669N	54
SNORA17	116
AC161364.1	105
SNORA55	58
SNORD121A	77
U1	164
SNORA48	144
MIR1961	112
U6	106
SNOR9_PLANT	92
U6	103
SNORA17	139
7SK	279
U1	149
SNORA17	108
7SK	85
U6	102
SNORA17	131
SNORA17	73
7SK	271
SCARNA6	265
7SK	322
SNORA17	132
7SK	294
U6	104
SNORA38	133
U6	108
SNORA17	131
U6	102
SNORA18	127
U6	110
U6	98
MIR2139	95
U3	86
U6	103
SNORA52	107
7SK	288
SNORA17	85
7SK	357
SNORA17	124
SNORA17	127
7SK	91
U6	54
SNORA17	76
SNORD121A	81
SNORA17	130
SNORA17	110
SNORA17	125
7SK	301
U8	134
U6	85
7SK	324
SNORD123	71
7SK	304
SNORA17	130
U6	100
SNORA17	85
AL772326.1	90
MIR1936	93
5S_RRNA	94
SNORA17	125
SNORA17	124
U7	64
SNORA17	111
SNORA17	101
SNORA17	130
SNORA17	142
SNORA73	194
7SK	86
7SK	260
U1	164
7SK	328
7SK	105
7SK	275
U6	102
7SK	318
SNORA17	143
SNORD22	125
U7	63
U1	141
5S_RRNA	118
MIR2137	66
7SK	308
SNORA17	130
5S_RRNA	106
SNORA17	128
SNORA17	124
7SK	276
SNOME18S-UM1356	82
U7	59
U6	109
U6	120
MIR1938	100
U6	105
SNORA17	128
SNORD107	70
7SK	268
5S_RRNA	108
AC113092.1	90
SNORA17	150
U6	104
7SK	259
U6	75
SNORA17	126
SNORA17	107
SNORA17	111
SCARNA20	137
U1	169
7SK	253
5S_RRNA	109
U2	180
U6	111
7SK	292
U1	158
U6	106
7SK	265
U6	102
5S_RRNA	85
U7	66
U7	63
Y_RNA	116
5S_RRNA	92
MIR2136	75
U6	104
RNASEP_NUC	270
SNORA17	119
7SK	290
SNOU13	105
U6	103
SNOZ159	87
SNORA17	123
U4	141
SCARNA7	343
Y_RNA	110
SNOU13	103
U7	62
7SK	255
U6	99
U6ATAC	120
MIR1930	84
SNORA17	81
SNORA17	134
5S_RRNA	116
U6	107
MIR1966	108
U6	112
5S_RRNA	91
U6	107
U6	105
SNORA17	129
5S_RRNA	106
SNORA17	123
U6	104
SNORA17	140
SNORA17	118
7SK	274
SNORA50	140
U7	63
SNORD112	77
U6	98
U6	97
U6	90
7SK	258
SNORA17	129
SNORA17	118
SNOU13	102
SNOU85	313
5S_RRNA	93
SNORA70	135
SNORA17	128
7SK	230
SNORA17	143
5S_RRNA	130
SNOU13	110
AC103664.1	102
U7	62
7SK	340
U4	124
U6	106
5S_RRNA	131
U8	132
7SK	245
U6	107
5S_RRNA	121
U6	105
7SK	292
5S_RRNA	123
5S_RRNA	106
U7	63
U6	118
7SK	262
U6	100
U1	130
7SK	253
U7	63
7SK	315
SNORA19	83
U1	186
U6	103
U6	101
U6	103
U7	64
SNORA17	122
U7	57
U7	62
7SK	274
SNORA17	128
5S_RRNA	116
SNORD113	75
U6	106
SNORD11B	81
U6	104
SNORA17	137
U1	145
SNORD113	73
U7	57
SNORA17	85
SNOSNR60_Z15	87
7SK	351
SNORA70	108
7SK	252
SNORA17	114
7SK	308
U6	104
SNORA73	159
5S_RRNA	116
SNORA17	111
SNOME28S-CM3227	83
SCARNA3A	140
SNORA17	132
U6	102
SNOU13	108
U6	101
SNORD10	144
SNORA17	123
AL603828.1	108
7SK	120
U6	103
SNORA17	132
U1	163
SNORA17	127
U6	96
SNORA17	131
SNORA17	121
MIR1933	88
SNORA70	129
5S_RRNA	111
U6	104
U6	97
U2	167
U6	103
5S_RRNA	100
U3	108
SNOU13	104
U7	60
SNOU13	96
MIR669M-1	98
SNOU105B	80
SNOCD11	70
SNOU109	139
AC161366.1	71
SNORA17	136
7SK	177
7SK	286
SNORA17	123
U6	97
5S_RRNA	115
U6	118
SNORA40	95
5S_RRNA	111
SNORA48	139
7SK	106
SNORA48	143
U7	63
SNORA17	125
U6	104
U7	65
NRON	370
5S_RRNA	135
SNORA19	119
5S_RRNA	126
5S_RRNA	117
U6	107
5S_RRNA	111
SNORA17	127
U6	99
U6	115
AL845355.1	150
7SK	296
U6	103
U6	95
SCARNA14	130
SNORA17	131
7SK	249
SCARNA10	325
7SK	325
7SK	259
U7	63
7SK	299
5S_RRNA	128
U6	113
SCARNA18	76
GM16228	809
GM9727	555
GM6903	1366
GM16326	414
A230009B12RIK	1810
NAT8B	699
GM16559	1564
1700058P15RIK	413
GM2862	328
GM6397	1069
GM16566	925
GM16301	565
GM5766	1977
GM15796	204
GM2245	3376
GM15790	1251
GM16353	1223
GM16025	2425
GM15841	517
EAR-PS12	451
GM16004	311
GM16271	220
GM16585	610
GM3470	701
VMN2R-PS110	1029
MIA1	962
GM14057	482
GM15651	2507
GM12494	630
FCOR	366
GM16269	409
GM15914	309
TNFSF13	1503
GM16581	991
GM16537	702
GP49A	1449
GM16546	355
UGT1A8	2227
B230217C12RIK	1189
AGXT2	2198
GM16299	2766
GM15722	661
BCL2L2	4008
4930570N18RIK	331
GM14163	217
GM9017	676
GM3833	604
RAB42	761
1600010F14RIK	258
GM4982	1098
GM16569	314
GM4477	1822
GM15946	426
GM4778	1241
GM15947	2742
GM2541	711
GM1992	250
GM2343	1042
GM15978	738
GM16568	1910
GM15833	957
GALNT2	4113
GM15970	834
B230216N24RIK	3469
4921525B02RIK	3101
5330439A09RIK	1117
GM16262	1751
GM15810	681
GM16240	614
GM15889	388
GM16564	3010
GM16092	2405
CBX6	5806
GM6264	1217
OLFR275	960
2310075C17RIK	326
GM15758	695
GM13734	813
GM11711	852
GM16117	324
KRTAP4-8	983
MIR17HG	3536
KLRA8	1178
CLEC2F-PS	374
GM16552	685
1700007P06RIK	532
GM10013	672
OLFR1118	996
GM15628	547
GM16108	588
GM8428	1784
GM14378	1075
GM15688	2418
GM20431	2367
GM15898	627
GM16226	760
GM16146	439
1810008B01RIK	829
GM3513	637
MATR3-PS2	1025
GM11357	954
OLFR1213	1287
GM11709	918
EAR-PS7	442
0610012D04RIK	531
GM8898	2939
GM16334	694
3632454L22RIK	2872
D030046N08RIK	1570
VMN2R-PS111	1031
IER5L	1552
GM2635	914
GM16580	1044
GM16538	442
4930556I23RIK	560
TMSB15B1	439
GM16574	745
GM16311	702
SKINT1	1735
SLC5A3	10913
GM16270	3238
GM15684	1814
GM15641	670
GM16306	176
GM15756	682
GM3531	489
GM454	751
GM8429	826
GM15825	919
GM16586	2640
RDH1	3930
GM16588	355
GM3555	1395
GM16571	291
GM16112	382
GM16337	917
GM16543	601
GM16575	1615
GM16118	680
1700028K03RIK	5249
RPS19-PS10	435
GM16107	862
GM10171	630
GM16136	1121
GM16570	436
GM16298	420
GM7241	363
A930011G23RIK	3339
GM16536	1589
GM16138	678
GM15867	603
GM15310	372
GM5083	1204
EAR-PS8	354
GM7162	1024
GM15950	1973
GM15679	1936
GM15775	538
GM16535	332
GM15759	3723
RBM12	6667
GM16560	404
1700023H06RIK	1044
GM16300	4114
GM16565	2181
GM15749	612
GM15508	325
SHKBP1	2506
GM16542	1511
GM16303	390
GM7097	491
GM16290	474
NPCD	1453
GM2962	336
RPS19-PS11	433
GM4491	1523
GM16338	828
A530032D15RIK	1492
FXC1	3273
9530072K05RIK	818
GM16579	2566
GM15853	556
GM16133	734
GM15662	159
ZFP882	3152
GM13769	1166
GM16139	420
GM16039	5842
GM20510	4383
GM15699	280
GM16134	336
GM15562	426
SPEER7-PS1	1083
RPS6KC1	4792
MUP13	984
9230117E06RIK	497
ETOHD2	3135
TMEM102	1933
GM16102	420
4930448H16RIK	580
GM16280	623
GM3355	487
GM13747	551
GM16296	325
GM16184	573
4930428N03RIK	756
GM16547	293
0610040B10RIK	600
GM16055	626
GM16561	192
OLFR1199	933
GM9141	1007
GM15524	463
GM14199	495
0610038L08RIK	1349
GM8113	2721
GM13625	480
GM15664	184
GM16563	423
GM6428	345
GM16169	2128
GM16558	532
GM16164	468
GM16113	372
HIAT1	2782
