NAME	CHR	GC-CONTENT	TYPE
TBC1D3B	HG75_PATCH	60.12	protein_coding
TBC1D3B	17	59.93	protein_coding
TBC1D3C	17	47.48	protein_coding
TBC1D3F	17	60.13	protein_coding
TBC1D3G	HG75_PATCH	60.04	protein_coding
TBC1D3G	17	50.07	protein_coding
TBC1D3H	17	47.63	protein_coding
TBC1D3P1-DHX40P1	17	45.25	lincRNA
TBC1D3P2	17	59.82	pseudogene
TBC1D3P3	17	58.04	pseudogene
TBC1D3P4	17	58.11	pseudogene
TBC1D3P5	17	55.54	pseudogene
TBC1D3P6	1	62.2	pseudogene
TBC1D3P7	17	61.1	pseudogene
TBC1D3P7	HSCHR17_1_CTG4	61.1	pseudogene
TBC1D4	13	38.08	protein_coding
TBC1D5	3	37.61	protein_coding
TBC1D7	6	44.36	protein_coding
TBC1D8	2	44.32	protein_coding
TBC1D8B	X	36.59	protein_coding
TBC1D9	4	41.09	protein_coding
TBC1D9B	5	54.22	protein_coding
TBCA	5	39.32	protein_coding
TBCAP1	X	41.28	pseudogene
TBCAP2	1	41.03	pseudogene
TBCAP3	4	40.71	pseudogene
TBCB	19	55.29	protein_coding
TBCC	6	56.54	protein_coding
TBCCD1	3	40.74	protein_coding
TBCD	17	52.91	protein_coding
TBCE	1	44.4	protein_coding
TBCEL	11	36.59	protein_coding
TBCK	4	35.97	protein_coding
TBK1	12	37.87	protein_coding
TBKBP1	17	58.66	protein_coding
TBL1X	X	45.23	protein_coding
TBL1XR1	3	38.26	protein_coding
TBL1Y	Y	43.33	protein_coding
TBL1YP1	Y	45.06	pseudogene
TBL2	7	53.6	protein_coding
TBL2	HG1257_PATCH	53.6	protein_coding
TBL3	16	64.29	protein_coding
TBP	6	39.46	protein_coding
TBPL1	6	37.91	protein_coding
TBPL2	14	42.41	protein_coding
TBR1	2	47.46	protein_coding
TBRG1	11	40.07	protein_coding
TBRG4	7	53.25	protein_coding
TBX1	22	57.77	protein_coding
TBX1	LRG_226		LRG_gene
TBX10	11	55.49	protein_coding
TBX15	1	41.12	protein_coding
TBX18	6	37.5	protein_coding
TBX19	1	42.83	protein_coding
TBX2	17	61.32	protein_coding
TBX20	7	36.93	protein_coding
TBX21	17	53.22	protein_coding
TBX22	X	40.95	protein_coding
TBX3	12	47.27	protein_coding
TBX4	17	52.81	protein_coding
TBX5	12	45.85	protein_coding
TBX6	16	57.33	protein_coding
TBXA2R	19	55.77	protein_coding
TBXAS1	7	44.8	protein_coding
TC2N	14	37.97	protein_coding
TCAIM	3	39.47	protein_coding
TCAM1P	17	47.79	pseudogene
TCAP	17	62.39	protein_coding
TCAP	LRG_210		LRG_gene
TCEA1	8	39.44	protein_coding
TCEA1P1	9	43.77	pseudogene
TCEA1P2	3	44.77	pseudogene
TCEA1P4	9	41.59	pseudogene
TCEA2	20	61.58	protein_coding
TCEA3	1	48.56	protein_coding
TCEAL1	X	50.67	protein_coding
TCEAL2	X	55.58	protein_coding
TCEAL3	X	41.11	protein_coding
TCEAL4	X	39.32	protein_coding
TCEAL4P1	13	45.41	pseudogene
TCEAL5	X	50.63	protein_coding
TCEAL6	X	58.24	protein_coding
TCEAL6	HG1440_PATCH	58.24	protein_coding
TCEAL7	X	44.3	protein_coding
TCEAL8	X	46.4	protein_coding
TCEANC	X	41.46	protein_coding
TCEANC2	1	42.31	protein_coding
TCEB1	8	40.69	protein_coding
TCEB1P10	Y	36.09	pseudogene
TCEB1P11	Y	39.46	pseudogene
TCEB1P12	Y	36.59	pseudogene
TCEB1P13	Y	36.47	pseudogene
TCEB1P14	Y	39.58	pseudogene
TCEB1P15	Y	39.46	pseudogene
TCEB1P16	Y	39.46	pseudogene
TCEB1P17	Y	35.89	pseudogene
TCEB1P18	1	40.65	pseudogene
TCEB1P19	1	42.14	pseudogene
TCEB1P2	15	40.1	pseudogene
TCEB1P20	1	42.46	pseudogene
TCEB1P21	2	41.07	pseudogene
TCEB1P22	11	46.47	pseudogene
TCEB1P23	13	37.65	pseudogene
TCEB1P24	X	40.42	pseudogene
TCEB1P26	Y	38.3	pseudogene
TCEB1P3	10	41.67	pseudogene
TCEB1P4	Y	37.54	pseudogene
TCEB1P6	Y	36.59	pseudogene
TCEB1P7	Y	39.58	pseudogene
TCEB1P8	Y	39.46	pseudogene
TCEB1P9	Y	37.66	pseudogene
TCEB2	16	55.52	protein_coding
TCEB2P1	13	60.78	pseudogene
TCEB2P2	11	63.03	pseudogene
TCEB2P3	2	55.44	pseudogene
TCEB2P4	10	58.45	pseudogene
TCEB3	1	45.7	protein_coding
TCEB3B	18	57.19	protein_coding
TCEB3C	18	64.78	protein_coding
TCEB3CL	18	64.78	protein_coding
TCEB3CL2	18	64.78	protein_coding
TCERG1	5	36.35	protein_coding
TCERG1L	10	48.72	protein_coding
TCF12	15	37.17	protein_coding
TCF15	20	56.76	protein_coding
TCF19	HSCHR6_MHC_DBB	51.68	protein_coding
TCF19	6	51.1	protein_coding
TCF19	HSCHR6_MHC_MANN	51.65	protein_coding
TCF19	HSCHR6_MHC_SSTO	51.65	protein_coding
TCF19	HSCHR6_MHC_MCF	51.65	protein_coding
TCF19	HSCHR6_MHC_QBL	51.67	protein_coding
TCF19	HSCHR6_MHC_COX	51.66	protein_coding
TCF20	HSCHR22_1_CTG1	46.13	protein_coding
TCF20	22	49.75	protein_coding
TCF21	6	47.57	protein_coding
TCF23	2	53.69	protein_coding
TCF24	8	41.47	protein_coding
TCF25	16	54.75	protein_coding
TCF3	19	59.57	protein_coding
TCF4	18	37.78	protein_coding
TCF7	5	54.54	protein_coding
TCF7L1	2	46.97	protein_coding
TCF7L2	10	44.6	protein_coding
TCFL5	20	48.88	protein_coding
TCHH	1	53.85	protein_coding
TCHHL1	1	42.57	protein_coding
TCHP	12	46.02	protein_coding
TCIRG1	11	63.66	protein_coding
TCIRG1	LRG_115		LRG_gene
TCL1A	14	50.31	protein_coding
TCL1B	14	49.79	protein_coding
TCL6	14	46.37	lincRNA
TCN1	11	39.6	protein_coding
TCN2	22	50.79	protein_coding
TCN2	LRG_116		LRG_gene
TCOF1	5	52.45	protein_coding
TCP1	6	40.93	protein_coding
TCP10	6	47.99	protein_coding
TCP10L	21	48.92	protein_coding
TCP10L2	6	46.74	protein_coding
TCP11	6	43.16	protein_coding
TCP11L1	11	42.1	protein_coding
TCP11L2	12	42.3	protein_coding
TCP1P1	7	39.02	pseudogene
TCTA	3	53.23	protein_coding
TCTE1	6	50.83	protein_coding
TCTE3	6	38.47	protein_coding
TCTEX1D1	1	37.34	protein_coding
TCTEX1D2	3	44.67	protein_coding
TCTN1	12	44.42	protein_coding
TCTN2	12	45.71	protein_coding
TCTN3	10	39.65	protein_coding
TDG	12	40.65	protein_coding
TDGF1	3	43.33	protein_coding
TDGF1P1	X	48.58	pseudogene
TDGF1P2	2	50.71	pseudogene
TDGF1P3	X	54.14	pseudogene
TDGF1P4	6	50.19	pseudogene
TDGF1P5	8	53.2	pseudogene
TDGF1P6	3	50.67	pseudogene
TDGF1P7	19	52.77	pseudogene
TDH	8	44.07	pseudogene
TDO2	HSCHR4_1_CTG12	36.51	protein_coding
TDO2	4	36.51	protein_coding
TDP1	14	42.14	protein_coding
TDP2	6	39.02	protein_coding
TDPX2	9	45.64	pseudogene
TDRD1	10	39.06	protein_coding
TDRD10	1	47.53	protein_coding
TDRD12	19	44.86	protein_coding
TDRD3	13	36.41	protein_coding
TDRD5	1	36.77	protein_coding
TDRD6	6	37.94	protein_coding
TDRD7	9	38.92	protein_coding
TDRD9	14	42.7	protein_coding
TDRKH	1	43.72	protein_coding
TEAD1	11	42.76	protein_coding
TEAD2	19	53.57	protein_coding
TEAD3	6	56.75	protein_coding
TEAD4	12	51.6	protein_coding
TEC	4	40.44	protein_coding
TECPR1	7	56.22	protein_coding
TECPR2	14	47.27	protein_coding
TECR	19	53.54	protein_coding
TECRL	4	33.53	protein_coding
TECRP1	4	61.22	pseudogene
TECRP2	4	56.92	pseudogene
TECTA	11	44.11	protein_coding
TECTB	10	43.67	protein_coding
TEDDM1	1	45.48	protein_coding
TEDDM1P1	1	47.96	pseudogene
TEF	22	51.78	protein_coding
TEFM	17	43.17	protein_coding
TEK	9	40.55	protein_coding
TEKT1	17	42.61	protein_coding
TEKT2	1	58.32	protein_coding
TEKT3	17	40.81	protein_coding
TEKT4	HG686_PATCH	63.2	protein_coding
TEKT4	2	63.2	protein_coding
TEKT4P2	21	45.63	pseudogene
TEKT5	16	48.13	protein_coding
TELO2	16	63.09	protein_coding
TEN1	17	49.23	protein_coding
TENC1	12	60.28	protein_coding
TENM1	X	37.17	protein_coding
TENM2	5	40.39	protein_coding
TENM3	4	38.92	protein_coding
TENM4	11	44.45	protein_coding
TEP1	14	47.41	protein_coding
TEPP	16	50.91	protein_coding
TERC	3	67.12	misc_RNA
TERF1	8	36.98	protein_coding
TERF1P1	21	41.74	pseudogene
TERF1P2	18	42	pseudogene
TERF1P3	4	43.22	pseudogene
TERF1P4	X	39.01	pseudogene
TERF1P5	13	42.37	pseudogene
TERF2	16	44.29	protein_coding
TERF2IP	16	42.41	protein_coding
TERT	5	58.47	protein_coding
TES	7	37.73	protein_coding
TESC	12	51.4	protein_coding
TESK1	9	58.75	protein_coding
TESK2	1	42.23	protein_coding
TESPA1	12	40.06	protein_coding
TET1	10	42.09	protein_coding
TET1P1	13	43.2	pseudogene
TET2	4	36.29	protein_coding
TET3	2	46.26	protein_coding
TEX10	9	37.95	protein_coding
TEX101	19	47.42	protein_coding
TEX11	X	38.73	protein_coding
TEX12	11	36.84	protein_coding
TEX13A	X	58.87	protein_coding
TEX13A	HG375_PATCH	58.98	protein_coding
TEX13B	X	57.86	protein_coding
TEX14	17	45.25	protein_coding
TEX15	8	35.93	protein_coding
TEX16P	X	38.95	pseudogene
TEX19	17	56.38	protein_coding
TEX2	HG183_PATCH	43.58	protein_coding
TEX2	17	43.58	protein_coding
TEX21P	14	42.85	pseudogene
TEX22	14	55.6	protein_coding
TEX26	13	40.6	protein_coding
TEX261	2	52.63	protein_coding
TEX264	3	54.18	protein_coding
TEX28	X	49.72	protein_coding
TEX28P1	X	49.68	protein_coding
TEX28P2	X	49.67	protein_coding
TEX29	13	50.5	protein_coding
TEX30	13	41.14	protein_coding
TEX33	22	47.36	protein_coding
TEX35	1	48.38	protein_coding
TEX36	10	42.63	protein_coding
TEX37	2	46.33	protein_coding
TEX38	1	48.86	protein_coding
TEX9	15	36.87	protein_coding
TF	3	45.21	protein_coding
TFAM	10	38.21	protein_coding
TFAMP1	7	38.72	pseudogene
TFAMP2	11	36.45	pseudogene
TFAP2A	6	47.57	protein_coding
TFAP2B	6	44.14	protein_coding
TFAP2C	20	48.97	protein_coding
TFAP2E	1	52.53	protein_coding
TFAP4	16	56.39	protein_coding
TFB1M	6	38.35	protein_coding
TFB2M	1	41.96	protein_coding
TFCP2	12	41.95	protein_coding
TFCP2L1	2	48.53	protein_coding
TFDP1	13	53.48	protein_coding
TFDP2	3	39.89	protein_coding
TFDP3	X	47.5	protein_coding
TFE3	X	52.52	protein_coding
TFE3	HG1436_HG1432_PATCH	52.58	protein_coding
TFEB	6	54.14	protein_coding
TFEC	7	35	protein_coding
TFF1	21	53.81	protein_coding
TFF2	21	53.58	protein_coding
TFF3	21	54.43	protein_coding
TFG	3	36.38	protein_coding
TFIP11	22	44.89	protein_coding
TFP1	3	43.65	pseudogene
TFPI	2	36.6	protein_coding
TFPI2	7	39.34	protein_coding
TFPT	19	55.03	protein_coding
TFPT	HSCHR19LRC_COX1_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_COX2_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_LRC_I_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_LRC_J_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_LRC_S_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_LRC_T_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_PGF1_CTG1	55.03	protein_coding
TFPT	HSCHR19LRC_PGF2_CTG1	55.03	protein_coding
TFR2	7	53.9	protein_coding
TFRC	3	42.47	protein_coding
TG	8	45.9	protein_coding
TGDS	13	36.99	protein_coding
TGFA	2	43.95	protein_coding
TGFB1	19	53.13	protein_coding
TGFB1I1	16	60.05	protein_coding
TGFB2	1	41.85	protein_coding
TGFB3	14	48.99	protein_coding
TGFBI	5	48.98	protein_coding
TGFBR1	9	39.03	protein_coding
TGFBR2	3	40.81	protein_coding
TGFBR3	1	42.29	protein_coding
TGFBRAP1	2	44.1	protein_coding
TGIF1	18	43.85	protein_coding
TGIF1P1	19	47.85	pseudogene
TGIF2	20	51.93	protein_coding
TGIF2LX	X	49.55	protein_coding
TGIF2LY	Y	50.95	protein_coding
TGIF2P1	1	59.42	pseudogene
TGM1	14	54.94	protein_coding
TGM2	20	52.95	protein_coding
TGM3	20	47.92	protein_coding
TGM4	3	46.73	protein_coding
TGM5	15	46.29	protein_coding
TGM6	20	45.19	protein_coding
TGM7	15	47.74	protein_coding
TGOLN2	2	47.68	protein_coding
TGS1	8	40.02	protein_coding
TH	11	65.25	protein_coding
TH1L	20	48.46	protein_coding
THA1P	17	61.04	pseudogene
THADA	2	42.31	protein_coding
THAP1	8	41.03	protein_coding
THAP10	15	37.2	protein_coding
THAP11	16	59.95	protein_coding
THAP2	12	37.49	protein_coding
THAP3	1	56.77	protein_coding
THAP4	2	49.81	protein_coding
THAP5	7	39.2	protein_coding
THAP5P1	7	40.08	pseudogene
THAP6	4	40.52	protein_coding
THAP7	22	62.2	protein_coding
THAP7-AS1	22	50.15	antisense
THAP8	19	48.99	protein_coding
THAP9	4	36.89	protein_coding
THBD	20	54.83	protein_coding
THBD	LRG_168		LRG_gene
THBS1	15	43.51	protein_coding
THBS2	6	49.53	protein_coding
THBS3	1	55.29	protein_coding
THBS4	5	42.04	protein_coding
THEG	19	54.56	protein_coding
THEG5	19	45.94	protein_coding
THEM4	1	42.1	protein_coding
THEM5	1	52.15	protein_coding
THEM6	HG418_PATCH	52.84	protein_coding
THEM6	8	52.84	protein_coding
THEMIS	6	35.12	protein_coding
THEMIS2	1	54.04	protein_coding
THG1L	5	43.11	protein_coding
THNSL1	10	37.6	protein_coding
THNSL2	2	48.01	protein_coding
THOC1	18	37.31	protein_coding
THOC2	X	38.09	protein_coding
THOC3	5	43.01	protein_coding
THOC5	22	47.17	protein_coding
THOC6	16	57.25	protein_coding
THOC7	3	39.89	protein_coding
THOP1	19	58.88	protein_coding
THPO	3	50.58	protein_coding
THRA	17	54.9	protein_coding
THRAP3	1	43.72	protein_coding
THRAP3P1	3	49.17	pseudogene
THRB	3	38.83	protein_coding
THRSP	11	48.65	protein_coding
THSD1	13	43.72	protein_coding
THSD4	15	42.5	protein_coding
THSD7A	7	35.54	protein_coding
THSD7B	2	37.67	protein_coding
THTPA	14	54.16	protein_coding
THUMPD1	16	41.76	protein_coding
THUMPD1P1	21	47.11	pseudogene
THUMPD2	2	36.6	protein_coding
THUMPD3	3	40.09	protein_coding
THY1	11	55.8	protein_coding
THYN1	11	44.03	protein_coding
TIA1	2	39.67	protein_coding
TIAF1	17	54.57	protein_coding
TIAL1	10	38.01	protein_coding
TIAM1	21	43.86	protein_coding
TIAM2	6	43.49	protein_coding
TICAM1	19	52.43	protein_coding
TICAM2	5	37.43	protein_coding
TICRR	15	42.67	protein_coding
TIE1	1	54.59	protein_coding
TIFA	4	40.6	protein_coding
TIFAB	5	53.09	protein_coding
TIGD1	2	43.38	protein_coding
TIGD1L2	9	48.17	protein_coding
TIGD2	4	38.41	protein_coding
TIGD3	11	63.44	protein_coding
TIGD4	4	38.34	protein_coding
TIGD5	8	70.07	protein_coding
TIGD6	5	46.04	protein_coding
TIGD7	16	44.07	protein_coding
TIGIT	3	41.84	protein_coding
TIMD4	5	42.63	protein_coding
TIMELESS	12	46.6	protein_coding
TIMM10	11	48.01	protein_coding
TIMM13	19	64.99	protein_coding
TIMM17A	1	42.32	protein_coding
TIMM17B	X	52.93	protein_coding
TIMM17B	HG1436_HG1432_PATCH	52.95	protein_coding
TIMM21	18	42.43	protein_coding
TIMM22	17	48.43	protein_coding
TIMM23	10	40.11	protein_coding
TIMM23	HG1211_PATCH	40.16	protein_coding
TIMM23B	10	41.3	protein_coding
TIMM44	19	56.41	protein_coding
TIMM50	19	53.09	protein_coding
TIMM8A	X	45.87	protein_coding
TIMM8A	HG1439_PATCH	45.87	protein_coding
TIMM8AP1	2	50.85	pseudogene
TIMM8B	11	46.22	protein_coding
TIMM8BP1	13	54.03	pseudogene
TIMM8BP2	X	53.78	pseudogene
TIMM9	14	40.88	protein_coding
TIMM9P1	10	38.28	pseudogene
TIMM9P2	21	39.41	pseudogene
TIMM9P3	13	37.59	pseudogene
TIMMDC1	3	38.48	protein_coding
TIMP1	X	53.67	protein_coding
TIMP2	17	52.6	protein_coding
TIMP3	22	47.17	protein_coding
TIMP4	3	48.98	protein_coding
TINAG	6	34.78	protein_coding
TINAGL1	1	55.46	protein_coding
TINF2	14	53.3	protein_coding
TIPARP	3	38.27	protein_coding
TIPIN	15	44.05	protein_coding
TIPRL	1	39.04	protein_coding
TIRAP	11	46.41	protein_coding
TJAP1	6	51.17	protein_coding
TJP1	15	40.21	protein_coding
TJP2	9	43.44	protein_coding
TJP3	19	53.81	protein_coding
TK1	17	53.2	protein_coding
TK2	16	49.54	protein_coding
TKT	3	54.36	protein_coding
TKTL1	X	48.32	protein_coding
TKTL1	HG1497_PATCH	48.34	protein_coding
TKTL2	4	45.61	protein_coding
TLCD1	17	60.34	protein_coding
TLCD2	17	61.15	protein_coding
TLE1	9	43.43	protein_coding
TLE1P1	X	52.33	pseudogene
TLE2	19	54.67	protein_coding
TLE3	15	52.15	protein_coding
TLE4	9	39.29	protein_coding
TLE6	19	54.15	protein_coding
TLK1	2	38.08	protein_coding
TLK1P1	9	40.45	pseudogene
TLK2	17	42.17	protein_coding
TLK2P1	17	42.86	pseudogene
TLL1	4	35.72	protein_coding
TLL2	10	46.43	protein_coding
TLN1	9	51.19	protein_coding
TLN2	15	43.6	protein_coding
TLR1	4	40.78	protein_coding
TLR10	4	38.76	protein_coding
TLR12P	1	56.32	pseudogene
TLR2	4	39.33	protein_coding
TLR3	4	39.76	protein_coding
TLR3	LRG_117		LRG_gene
TLR4	9	38.49	protein_coding
TLR5	1	46.61	protein_coding
TLR6	4	39.76	protein_coding
TLR7	X	40.25	protein_coding
TLR8	X	41.32	protein_coding
TLR9	3	59.65	protein_coding
TLX1	10	58.13	protein_coding
TLX2	2	63.21	protein_coding
TLX3	5	66.78	protein_coding
TM2D1	1	39.63	protein_coding
TM2D2	8	42.34	protein_coding
TM2D3	15	41	protein_coding
TM4SF1	3	37.89	protein_coding
TM4SF18	3	37.76	protein_coding
TM4SF19	3	49.19	protein_coding
TM4SF2	X	39.14	protein_coding
TM4SF20	2	41.12	protein_coding
TM4SF4	3	41.59	protein_coding
TM4SF5	17	50.64	protein_coding
TM6SF1	15	43.66	protein_coding
TM6SF2	19	55.28	protein_coding
TM7SF2	11	60.18	protein_coding
TM7SF3	12	40.51	protein_coding
TM9SF1	14	49.53	protein_coding
TM9SF2	13	39	protein_coding
TM9SF3	10	37.03	protein_coding
TM9SF4	20	47.45	protein_coding
TMA16	4	36.88	protein_coding
TMA16P1	11	39.81	pseudogene
TMA16P2	1	37.27	pseudogene
TMA7	3	47.72	protein_coding
TMBIM1	2	54.43	protein_coding
TMBIM4	12	40.1	protein_coding
TMBIM6	12	43.42	protein_coding
TMC1	9	39.22	protein_coding
TMC2	20	42.82	protein_coding
TMC3	15	42.91	protein_coding
TMC4	19	56.05	protein_coding
TMC4	HSCHR19LRC_COX1_CTG1	56.21	protein_coding
TMC4	HSCHR19LRC_COX2_CTG1	56.05	protein_coding
TMC4	HSCHR19LRC_LRC_I_CTG1	56.05	protein_coding
TMC4	HSCHR19LRC_LRC_J_CTG1	56.05	protein_coding
TMC4	HSCHR19LRC_LRC_S_CTG1	56.05	protein_coding
TMC4	HSCHR19LRC_LRC_T_CTG1	56.05	protein_coding
TMC4	HSCHR19LRC_PGF1_CTG1	56.16	protein_coding
TMC4	HSCHR19LRC_PGF2_CTG1	56.05	protein_coding
TMC5	16	45.06	protein_coding
TMC6	17	61.98	protein_coding
TMC6	LRG_118		LRG_gene
TMC7	16	46.16	protein_coding
TMC8	17	60.46	protein_coding
TMC8	LRG_119		LRG_gene
TMCC1	3	39.37	protein_coding
TMCC1P1	8	46.82	pseudogene
TMCC2	1	51.21	protein_coding
TMCC3	12	43.11	protein_coding
TMCO1	1	39.88	protein_coding
TMCO2	1	43.03	protein_coding
TMCO3	13	48.29	protein_coding
TMCO4	1	48.92	protein_coding
TMCO5A	15	37.96	protein_coding
TMCO5B	15	41.43	pseudogene
TMCO6	5	51.35	protein_coding
TMCO7	16	43.08	protein_coding
TMED1	19	56.25	protein_coding
TMED10	14	42.21	protein_coding
TMED10P1	8	47.18	pseudogene
TMED10P2	3	45.42	pseudogene
TMED11P	4	43.48	pseudogene
TMED2	12	42.28	protein_coding
TMED3	15	42.37	protein_coding
TMED4	7	48.93	protein_coding
TMED5	1	38.24	protein_coding
TMED6	16	45.6	protein_coding
TMED7	5	37.91	protein_coding
TMED7-TICAM2	5	37.42	protein_coding
TMED8	14	41.16	protein_coding
TMED9	5	53.16	protein_coding
TMEFF1	9	39.87	protein_coding
TMEFF2	2	36	protein_coding
TMEM100	17	40.18	protein_coding
TMEM101	17	49.94	protein_coding
TMEM102	17	63.92	protein_coding
TMEM104	17	54.36	protein_coding
TMEM105	17	58.77	protein_coding
TMEM106A	17	50.89	protein_coding
TMEM106B	7	34.35	protein_coding
TMEM106C	12	46.67	protein_coding
TMEM107	17	49.51	protein_coding
TMEM108	3	40.21	protein_coding
TMEM109	11	51.1	protein_coding
TMEM11	17	51.96	protein_coding
TMEM110	3	48.39	protein_coding
TMEM114	16	52.19	protein_coding
TMEM115	3	57.53	protein_coding
TMEM116	12	40.26	protein_coding
TMEM117	12	37.35	protein_coding
TMEM119	12	56.18	protein_coding
TMEM120A	7	61.57	pseudogene
TMEM120A	HG1257_PATCH	61.57	pseudogene
TMEM120B	12	51.94	protein_coding
TMEM121	14	71.42	protein_coding
TMEM123	11	40.62	protein_coding
TMEM125	1	58.32	protein_coding
TMEM126A	11	37.69	protein_coding
TMEM126B	11	37.22	protein_coding
TMEM127	2	50.93	protein_coding
TMEM128	4	41.7	protein_coding
TMEM129	4	62.46	protein_coding
TMEM130	HG946_PATCH	52.26	protein_coding
TMEM130	7	52.26	protein_coding
TMEM131	2	39.29	protein_coding
TMEM132A	11	58.71	protein_coding
TMEM132B	12	43.9	protein_coding
TMEM132C	12	45.04	protein_coding
TMEM132D	12	42.67	protein_coding
TMEM132E	17	53	protein_coding
TMEM133	11	37.08	protein_coding
TMEM134	11	60.16	protein_coding
TMEM135	11	36.32	protein_coding
TMEM136	11	43.47	protein_coding
TMEM138	11	48.25	protein_coding
TMEM139	7	47.5	protein_coding
TMEM140	7	42.85	protein_coding
TMEM141	9	58.07	protein_coding
TMEM143	19	51.8	protein_coding
TMEM144	4	37.81	protein_coding
TMEM145	19	57.14	protein_coding
TMEM147	19	58.59	protein_coding
TMEM14A	6	41.73	protein_coding
TMEM14B	6	42.49	protein_coding
TMEM14C	6	47.49	protein_coding
TMEM14D	10	48.7	pseudogene
TMEM14E	3	40.43	protein_coding
TMEM150A	2	60.16	protein_coding
TMEM150B	19	52.1	protein_coding
TMEM150C	4	41.85	protein_coding
TMEM151A	11	64.82	protein_coding
TMEM151B	6	47.55	protein_coding
TMEM154	4	41.53	protein_coding
TMEM155	4	42.71	protein_coding
TMEM156	4	39	protein_coding
TMEM158	3	66.85	protein_coding
TMEM159	16	43.7	protein_coding
TMEM160	19	61.6	protein_coding
TMEM161A	19	51.6	protein_coding
TMEM161B	5	35.47	protein_coding
TMEM163	2	43.72	protein_coding
TMEM164	X	42.06	protein_coding
TMEM165	4	40.39	protein_coding
TMEM167A	5	35.95	protein_coding
TMEM167AP1	Y	37.44	pseudogene
TMEM167B	1	42.08	protein_coding
TMEM168	7	35.79	protein_coding
TMEM169	2	43.95	protein_coding
TMEM17	2	39.29	protein_coding
TMEM170A	16	44.64	protein_coding
TMEM170B	6	37.1	protein_coding
TMEM171	5	47.69	protein_coding
TMEM173	5	53.57	protein_coding
TMEM174	5	49.77	protein_coding
TMEM175	4	51.83	protein_coding
TMEM176A	7	57.57	protein_coding
TMEM176B	7	51.68	protein_coding
TMEM177	2	52.47	protein_coding
TMEM178A	2	40.56	protein_coding
TMEM179	14	53.82	protein_coding
TMEM179B	11	52.76	protein_coding
TMEM18	2	53.39	protein_coding
TMEM180	10	53.45	protein_coding
TMEM181	6	47.38	protein_coding
TMEM182	2	38.97	protein_coding
TMEM183A	1	41.5	protein_coding
TMEM183AP1	6	55.17	pseudogene
TMEM183AP1	HSCHR6_MHC_COX	55.17	pseudogene
TMEM183AP1	HSCHR6_MHC_MCF	54.83	pseudogene
TMEM183AP1	HSCHR6_MHC_MANN	55.17	pseudogene
TMEM183AP1	HSCHR6_MHC_QBL	55.17	pseudogene
TMEM183AP1	HSCHR6_MHC_APD	55.17	pseudogene
TMEM183AP1	HSCHR6_MHC_DBB	55.17	pseudogene
TMEM184A	7	62.91	protein_coding
TMEM184B	22	53.51	protein_coding
TMEM184C	4	38.71	protein_coding
TMEM185A	X	42.64	protein_coding
TMEM185A	HG1459_PATCH	42.44	protein_coding
TMEM185AP1	X	53.24	pseudogene
TMEM185B	2	53.17	protein_coding
TMEM186	16	47.7	protein_coding
TMEM187	X	52.77	protein_coding
TMEM187	HG1497_PATCH	52.77	protein_coding
TMEM189	20	48.46	protein_coding
TMEM189-UBE2V1	20	48.38	protein_coding
TMEM19	12	39.45	protein_coding
TMEM190	19	66.93	protein_coding
TMEM191A	22	61.31	lincRNA
TMEM192	4	41.69	protein_coding
TMEM194A	12	44.16	protein_coding
TMEM194B	2	40.26	protein_coding
TMEM196	7	35.08	protein_coding
TMEM198	2	56.18	protein_coding
TMEM198B	12	54.34	pseudogene
TMEM199	HG883_PATCH	47.26	protein_coding
TMEM199	17	51.91	protein_coding
TMEM2	9	40.46	protein_coding
TMEM200A	6	38.16	protein_coding
TMEM200B	1	64.64	protein_coding
TMEM200C	18	56.49	protein_coding
TMEM201	1	59.37	protein_coding
TMEM202	15	41.37	protein_coding
TMEM203	9	56.71	protein_coding
TMEM204	16	58.04	protein_coding
TMEM205	19	54.21	protein_coding
TMEM206	1	44.57	protein_coding
TMEM207	3	37.7	protein_coding
TMEM208	16	55.38	protein_coding
TMEM209	7	37.56	protein_coding
TMEM210	9	63.34	protein_coding
TMEM211	22	48.71	protein_coding
TMEM212	3	39.38	protein_coding
TMEM213	7	43.97	protein_coding
TMEM214	2	55.01	protein_coding
TMEM215	9	42.09	protein_coding
TMEM216	11	48.57	protein_coding
TMEM217	6	43.72	protein_coding
TMEM218	11	40.97	protein_coding
TMEM219	16	47.42	protein_coding
TMEM220	17	40.31	protein_coding
TMEM221	19	50.53	protein_coding
TMEM222	1	51.85	protein_coding
TMEM223	11	52.1	protein_coding
TMEM225	11	42.14	protein_coding
TMEM229A	7	56.8	protein_coding
TMEM229B	14	48.53	protein_coding
TMEM230	20	43.08	protein_coding
TMEM231	16	45.37	protein_coding
TMEM232	5	36.01	protein_coding
TMEM233	12	43.84	protein_coding
TMEM234	1	51.48	protein_coding
TMEM235	17	60.32	protein_coding
TMEM236	HG544_PATCH	40.77	protein_coding
TMEM236	10	40.77	protein_coding
TMEM236	10	40.75	protein_coding
TMEM237	2	38.83	protein_coding
TMEM238	19	57.75	protein_coding
TMEM240	1	66.02	protein_coding
